Title,URL handle,Description,Vendor,Product category,Type,Column2,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,kawasaki-mule-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-MULEEA-4S-PR,,Seat Capacity,4-Seater,Build Tier,Pro Series Cage,,,3499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Mule (early 4000 series) Custom Cage by Axle & Arc Fab,"Custom Kawasaki Mule (early 4000 series) roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-mule-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-MULEPR-3S-TR,,Seat Capacity,3-Seater,Build Tier,Trail Series Cage,,,1699,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Mule Pro-FX / Pro-FXT Custom Cage by Axle & Arc Fab,"Custom Kawasaki Mule Pro-FX / Pro-FXT roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-mule-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-MULEPR-3S-RF,,Seat Capacity,3-Seater,Build Tier,Reinforced Series Cage,,,2299,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Mule Pro-FX / Pro-FXT Custom Cage by Axle & Arc Fab,"Custom Kawasaki Mule Pro-FX / Pro-FXT roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-mule-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-MULEPR-3S-PR,,Seat Capacity,3-Seater,Build Tier,Pro Series Cage,,,3099,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Mule Pro-FX / Pro-FXT Custom Cage by Axle & Arc Fab,"Custom Kawasaki Mule Pro-FX / Pro-FXT roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-mule-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-MULEPR-6S-TR,,Seat Capacity,6-Seater / Crew,Build Tier,Trail Series Cage,,,2199,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Mule Pro-FX / Pro-FXT Custom Cage by Axle & Arc Fab,"Custom Kawasaki Mule Pro-FX / Pro-FXT roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-mule-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-MULEPR-6S-RF,,Seat Capacity,6-Seater / Crew,Build Tier,Reinforced Series Cage,,,2999,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Mule Pro-FX / Pro-FXT Custom Cage by Axle & Arc Fab,"Custom Kawasaki Mule Pro-FX / Pro-FXT roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-mule-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-MULEPR-6S-PR,,Seat Capacity,6-Seater / Crew,Build Tier,Pro Series Cage,,,3999,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Mule Pro-FX / Pro-FXT Custom Cage by Axle & Arc Fab,"Custom Kawasaki Mule Pro-FX / Pro-FXT roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
Kawasaki Teryx Custom Cage,kawasaki-teryx-custom-cage,"The Axle & Arc Fab cage for the Kawasaki Teryx platform brings the perfect combination of strength, clean lines, and rider-built design. Whether you ride tight woods, rocky climbs, dunes, or high-speed open terrain, this cage is engineered to deliver real protection, real fitment, and the kind of craftsmanship that only comes from a team that rides the same way you do.

Every cage starts with raw DOM steel, precision-cut and mandrel-bent for accuracy and consistency across every machine. The fitment is tight, the lines are clean, and the geometry is designed to build confidence on every ride.

AVAILABLE BUILD TIERS

TRAIL SERIES CAGE (Build 1)
Our clean, stronger-than-stock upgrade. Simple, durable, and designed for everyday riders who want better protection and better style than OEM.

REINFORCED SERIES CAGE (Build 2)
Enhanced triangulation, added bracing, and reinforced structure offer superior rollover strength. A perfect middle-ground for aggressive recreational riders.

PRO SERIES CAGE (Build 3)
Maximum strength, premium structure, and competition-inspired tubing layout. Built for riders who push limits and want the strongest configuration available for the Kawasaki Teryx platform.

STANDARD FINISH: RAW STEEL
All cages are delivered in raw steel so you can choose your own powder coat or custom finish. Powder coat and coating for add-ons are available separately through Axle & Arc Fab’s customization menu.

OPTIONAL ADD-ONS
Your Kawasaki Teryx cage can be customized further with our full Axle & Arc Fab lineup of roofs, doors, intrusion bars, tube beds, trunk systems, roof racks, grab handles, windshield frames, safety upgrades, audio mounts, storage solutions, and more.

Your machine. Your build. Your therapy. Every Axle & Arc Fab cage is built for riders who expect more from their machine — and the people who build it.
",Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX-2S-TR,,Seat Capacity,2-Seater,Build Tier,Trail Series Cage,,,1499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX-2S-RF,,Seat Capacity,2-Seater,Build Tier,Reinforced Series Cage,,,1999,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX-2S-PR,,Seat Capacity,2-Seater,Build Tier,Pro Series Cage,,,2799,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX-4S-TR,,Seat Capacity,4-Seater,Build Tier,Trail Series Cage,,,1899,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX-4S-RF,,Seat Capacity,4-Seater,Build Tier,Reinforced Series Cage,,,2599,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX-4S-PR,,Seat Capacity,4-Seater,Build Tier,Pro Series Cage,,,3499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
Kawasaki Teryx KRX 1000 Custom Cage,kawasaki-teryx-krx-1000-custom-cage,"The Axle & Arc Fab cage for the Kawasaki Teryx KRX 1000 platform brings the perfect combination of strength, clean lines, and rider-built design. Whether you ride tight woods, rocky climbs, dunes, or high-speed open terrain, this cage is engineered to deliver real protection, real fitment, and the kind of craftsmanship that only comes from a team that rides the same way you do.

Every cage starts with raw DOM steel, precision-cut and mandrel-bent for accuracy and consistency across every machine. The fitment is tight, the lines are clean, and the geometry is designed to build confidence on every ride.

AVAILABLE BUILD TIERS

TRAIL SERIES CAGE (Build 1)
Our clean, stronger-than-stock upgrade. Simple, durable, and designed for everyday riders who want better protection and better style than OEM.

REINFORCED SERIES CAGE (Build 2)
Enhanced triangulation, added bracing, and reinforced structure offer superior rollover strength. A perfect middle-ground for aggressive recreational riders.

PRO SERIES CAGE (Build 3)
Maximum strength, premium structure, and competition-inspired tubing layout. Built for riders who push limits and want the strongest configuration available for the Kawasaki Teryx KRX 1000 platform.

STANDARD FINISH: RAW STEEL
All cages are delivered in raw steel so you can choose your own powder coat or custom finish. Powder coat and coating for add-ons are available separately through Axle & Arc Fab’s customization menu.

OPTIONAL ADD-ONS
Your Kawasaki Teryx KRX 1000 cage can be customized further with our full Axle & Arc Fab lineup of roofs, doors, intrusion bars, tube beds, trunk systems, roof racks, grab handles, windshield frames, safety upgrades, audio mounts, storage solutions, and more.

Your machine. Your build. Your therapy. Every Axle & Arc Fab cage is built for riders who expect more from their machine — and the people who build it.
",Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYXK-2S-TR,,Seat Capacity,2-Seater,Build Tier,Trail Series Cage,,,1499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx KRX 1000 Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx KRX 1000 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx-krx-1000-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYXK-2S-RF,,Seat Capacity,2-Seater,Build Tier,Reinforced Series Cage,,,1999,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx KRX 1000 Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx KRX 1000 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx-krx-1000-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYXK-2S-PR,,Seat Capacity,2-Seater,Build Tier,Pro Series Cage,,,2799,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx KRX 1000 Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx KRX 1000 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx-krx-1000-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX-4S-TR,,Seat Capacity,4-Seater,Build Tier,Trail Series Cage,,,1899,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx-krx-1000-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX-4S-RF,,Seat Capacity,4-Seater,Build Tier,Reinforced Series Cage,,,2599,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx-krx-1000-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX-4S-PR,,Seat Capacity,4-Seater,Build Tier,Pro Series Cage,,,3499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
Kawasaki Teryx4/5 H2 Custom Cage,kawasaki-teryx4x5-h2-custom-cage,"The Axle & Arc Fab cage for the Kawasaki Teryx4/5 H2 platform brings the perfect combination of strength, clean lines, and rider-built design. Whether you ride tight woods, rocky climbs, dunes, or high-speed open terrain, this cage is engineered to deliver real protection, real fitment, and the kind of craftsmanship that only comes from a team that rides the same way you do.

Every cage starts with raw DOM steel, precision-cut and mandrel-bent for accuracy and consistency across every machine. The fitment is tight, the lines are clean, and the geometry is designed to build confidence on every ride.

AVAILABLE BUILD TIERS

TRAIL SERIES CAGE (Build 1)
Our clean, stronger-than-stock upgrade. Simple, durable, and designed for everyday riders who want better protection and better style than OEM.

REINFORCED SERIES CAGE (Build 2)
Enhanced triangulation, added bracing, and reinforced structure offer superior rollover strength. A perfect middle-ground for aggressive recreational riders.

PRO SERIES CAGE (Build 3)
Maximum strength, premium structure, and competition-inspired tubing layout. Built for riders who push limits and want the strongest configuration available for the Kawasaki Teryx4/5 H2 platform.

STANDARD FINISH: RAW STEEL
All cages are delivered in raw steel so you can choose your own powder coat or custom finish. Powder coat and coating for add-ons are available separately through Axle & Arc Fab’s customization menu.

OPTIONAL ADD-ONS
Your Kawasaki Teryx4/5 H2 cage can be customized further with our full Axle & Arc Fab lineup of roofs, doors, intrusion bars, tube beds, trunk systems, roof racks, grab handles, windshield frames, safety upgrades, audio mounts, storage solutions, and more.

Your machine. Your build. Your therapy. Every Axle & Arc Fab cage is built for riders who expect more from their machine — and the people who build it.
",Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX4-4S-TR,,Seat Capacity,4-Seater,Build Tier,Trail Series Cage,,,1899,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx4 H2 Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx4 H2 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx4x5-h2-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX4-4S-RF,,Seat Capacity,4-Seater,Build Tier,Reinforced Series Cage,,,2599,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx4 H2 Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx4 H2 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx4x5-h2-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX4-4S-PR,,Seat Capacity,4-Seater,Build Tier,Pro Series Cage,,,3499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx4 H2 Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx4 H2 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx4x5-h2-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX5-5S-TR,,Seat Capacity,5-Seater,Build Tier,Trail Series Cage,,,1999,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx5 H2 Deluxe Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx5 H2 Deluxe roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx4x5-h2-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX5-5S-RF,,Seat Capacity,5-Seater,Build Tier,Reinforced Series Cage,,,2799,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx5 H2 Deluxe Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx5 H2 Deluxe roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,kawasaki-teryx4x5-h2-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-KAW-TERYX5-5S-PR,,Seat Capacity,5-Seater,Build Tier,Pro Series Cage,,,3799,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Kawasaki Teryx5 H2 Deluxe Custom Cage by Axle & Arc Fab,"Custom Kawasaki Teryx5 H2 Deluxe roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
Polaris General 1000/1000 XP Custom Cage,polaris-general-1000-custom-cage,"The Axle & Arc Fab cage for the Polaris General 1000/1000 XP platform brings the perfect combination of strength, clean lines, and rider-built design. Whether you ride tight woods, rocky climbs, dunes, or high-speed open terrain, this cage is engineered to deliver real protection, real fitment, and the kind of craftsmanship that only comes from a team that rides the same way you do.

Every cage starts with raw DOM steel, precision-cut and mandrel-bent for accuracy and consistency across every machine. The fitment is tight, the lines are clean, and the geometry is designed to build confidence on every ride.

AVAILABLE BUILD TIERS

TRAIL SERIES CAGE (Build 1)
Our clean, stronger-than-stock upgrade. Simple, durable, and designed for everyday riders who want better protection and better style than OEM.

REINFORCED SERIES CAGE (Build 2)
Enhanced triangulation, added bracing, and reinforced structure offer superior rollover strength. A perfect middle-ground for aggressive recreational riders.

PRO SERIES CAGE (Build 3)
Maximum strength, premium structure, and competition-inspired tubing layout. Built for riders who push limits and want the strongest configuration available for the Polaris General 1000/1000 XP platform.

STANDARD FINISH: RAW STEEL
All cages are delivered in raw steel so you can choose your own powder coat or custom finish. Powder coat and coating for add-ons are available separately through Axle & Arc Fab’s customization menu.

OPTIONAL ADD-ONS
Your Polaris General 1000/1000 XP cage can be customized further with our full Axle & Arc Fab lineup of roofs, doors, intrusion bars, tube beds, trunk systems, roof racks, grab handles, windshield frames, safety upgrades, audio mounts, storage solutions, and more.

Your machine. Your build. Your therapy. Every Axle & Arc Fab cage is built for riders who expect more from their machine — and the people who build it.
",Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-POL-GENERA-2S-TR,,Seat Capacity,2-Seater,Build Tier,Trail Series Cage,,,1499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Polaris General 1000 Custom Cage by Axle & Arc Fab,"Custom Polaris General 1000 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,polaris-general-1000-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-POL-GENERA-2S-RF,,Seat Capacity,2-Seater,Build Tier,Reinforced Series Cage,,,1999,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Polaris General 1000 Custom Cage by Axle & Arc Fab,"Custom Polaris General 1000 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,polaris-general-1000-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-POL-GENERA-2S-PR,,Seat Capacity,2-Seater,Build Tier,Pro Series Cage,,,2799,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Polaris General 1000 Custom Cage by Axle & Arc Fab,"Custom Polaris General 1000 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,polaris-general-1000-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-POL-GENERA-4S-TR,,Seat Capacity,4-Seater,Build Tier,Trail Series Cage,,,1899,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Polaris General XP 1000 Custom Cage by Axle & Arc Fab,"Custom Polaris General XP 1000 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,polaris-general-1000-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-POL-GENERA-4S-RF,,Seat Capacity,4-Seater,Build Tier,Reinforced Series Cage,,,2599,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Polaris General XP 1000 Custom Cage by Axle & Arc Fab,"Custom Polaris General XP 1000 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,polaris-general-1000-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-POL-GENERA-4S-PR,,Seat Capacity,4-Seater,Build Tier,Pro Series Cage,,,3499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Polaris General XP 1000 Custom Cage by Axle & Arc Fab,"Custom Polaris General XP 1000 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
Polaris RZR 800/900/1000/XP/ XP SCustom Cage,polaris-rzr-custom-cage,"The Axle & Arc Fab cage for the Polaris RZR 800/900/1000/XP/ XP platform brings the perfect combination of strength, clean lines, and rider-built design. Whether you ride tight woods, rocky climbs, dunes, or high-speed open terrain, this cage is engineered to deliver real protection, real fitment, and the kind of craftsmanship that only comes from a team that rides the same way you do.

Every cage starts with raw DOM steel, precision-cut and mandrel-bent for accuracy and consistency across every machine. The fitment is tight, the lines are clean, and the geometry is designed to build confidence on every ride.

AVAILABLE BUILD TIERS

TRAIL SERIES CAGE (Build 1)
Our clean, stronger-than-stock upgrade. Simple, durable, and designed for everyday riders who want better protection and better style than OEM.

REINFORCED SERIES CAGE (Build 2)
Enhanced triangulation, added bracing, and reinforced structure offer superior rollover strength. A perfect middle-ground for aggressive recreational riders.

PRO SERIES CAGE (Build 3)
Maximum strength, premium structure, and competition-inspired tubing layout. Built for riders who push limits and want the strongest configuration available for the Polaris RZR 800/900/1000/XP/ XP platform.

STANDARD FINISH: RAW STEEL
All cages are delivered in raw steel so you can choose your own powder coat or custom finish. Powder coat and coating for add-ons are available separately through Axle & Arc Fab’s customization menu.

OPTIONAL ADD-ONS
Your Polaris RZR 800/900/1000/XP/ XP cage can be customized further with our full Axle & Arc Fab lineup of roofs, doors, intrusion bars, tube beds, trunk systems, roof racks, grab handles, windshield frames, safety upgrades, audio mounts, storage solutions, and more.

Your machine. Your build. Your therapy. Every Axle & Arc Fab cage is built for riders who expect more from their machine — and the people who build it.
",Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-POL-RZR800-2S-TR,,Seat Capacity,2-Seater,Build Tier,Trail Series Cage,,,1499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Polaris RZR 800 Custom Cage by Axle & Arc Fab,"Custom Polaris RZR 800 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,polaris-rzr-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-POL-RZR800-2S-RF,,Seat Capacity,2-Seater,Build Tier,Reinforced Series Cage,,,1999,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Polaris RZR 800 Custom Cage by Axle & Arc Fab,"Custom Polaris RZR 800 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,polaris-rzr-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-POL-RZR800-2S-PR,,Seat Capacity,2-Seater,Build Tier,Pro Series Cage,,,2799,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Polaris RZR 800 Custom Cage by Axle & Arc Fab,"Custom Polaris RZR 800 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,polaris-rzr-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-POL-RZR800-4S-TR,,Seat Capacity,4-Seater,Build Tier,Trail Series Cage,,,1899,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Polaris RZR 800 Custom Cage by Axle & Arc Fab,"Custom Polaris RZR 800 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,polaris-rzr-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-POL-RZR800-4S-RF,,Seat Capacity,4-Seater,Build Tier,Reinforced Series Cage,,,2599,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Polaris RZR 800 Custom Cage by Axle & Arc Fab,"Custom Polaris RZR 800 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,polaris-rzr-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-POL-RZR800-4S-PR,,Seat Capacity,4-Seater,Build Tier,Pro Series Cage,,,3499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Polaris RZR 800 Custom Cage by Axle & Arc Fab,"Custom Polaris RZR 800 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
